ID,Novelty,Trend,Applicability,Dependency,Replaceability,Maturity,Score
33,0.26131447318829487,0.5765603053159617,0.5477144661575254,0.5964677480400007,0.48231316990927986,0.611240520440606,0.5681842862348991
34,0.6145642872018634,0.7166542625547424,0.5355398534248145,0.34344108960567843,0.3297581210142862,0.36356719709234625,0.3468939800617891
35,0.5483380180358548,0.9249879264127809,0.56015761154391,0.33925459256813734,0.31692787629930247,0.35539268447865524,0.34080239814256014
36,0.5000000000000002,0.5,0.5,0.5,0.5,0.5,0.5
37,0.20595133256655157,0.6261480451293596,0.538147111076369,0.37050911138701015,0.3511200829886749,0.3663057625828023,0.34113724450575555
38,0.32983007820055105,0.9967065321367378,0.5240049903063502,0.3478683531669343,0.31835068340026723,0.3520883173553153,0.3443441056627707
39,0.40724726740461575,0.9354442376025592,0.5647546534052774,0.36135081345227976,0.3323516043560962,0.35883614392199753,0.3491249889848492
40,0.5791546817785888,0.9997586287344555,0.5698255147406892,0.3418256423947294,0.31072320026490174,0.35120544652382746,0.3618057675720414
41,0.6004830767857084,0.9872741593196845,0.5490460774642584,0.3464235904227564,0.3189705630727925,0.3529196640602691,0.3527977061945713
42,0.4485507220086827,0.5294595385813267,0.5425195833490775,0.4270286291971267,0.4254254132715121,0.41901832660728416,0.4181878530670784
43,0.18371385510699048,0.9997997949616296,0.5732377695060885,0.35009559726532224,0.3841724596756482,0.34674564625298965,0.36372701062720453
44,0.38326075807353793,0.919436828559854,0.5496635277366051,0.3643240486562542,0.35927506021294836,0.36981753278617563,0.3605070437399093
45,0.6607589112146364,0.4919333612683684,0.5121494972932945,0.3636590156238264,0.6558932470908051,0.48497748572688243,0.49906372919464886
46,0.6095353624159676,0.8974773592550551,0.517976750081021,0.3720391652157668,0.4060022576427973,0.42314470553962136,0.4090959768475454
47,0.5400296843544956,0.9753893086383341,0.5315512842158521,0.5683577482700832,0.5226039836991931,0.5831017808146253,0.5868142269602907
48,0.29185996519477714,0.7987504179395064,0.4485757130392688,0.37024654734974993,0.3169233909687466,0.34759722857815406,0.33233620471410447
49,0.9350838943261246,0.7431884629894405,0.5767961571205148,0.3393300774281527,0.3117593978522408,0.3577148740013403,0.36499136538828125
50,0.30300645903849266,0.628152952304588,0.5360120592416248,0.5038052949767137,0.5261429123053095,0.5203021357015275,0.5115417012116793
51,0.17251689373465018,0.7150288003122865,0.396179859391727,0.3772893281182085,0.3485701814280436,0.362440006887882,0.3402303814478722
52,0.21930838030659322,0.9836760995108206,0.5496317410273666,0.3789468959906495,0.34298313896701965,0.36877092416251145,0.3574115126126485
53,0.35414536143233594,0.8642765161644745,0.550334597704075,0.45857228741170525,0.3801766466099557,0.45820363311150397,0.4341945784609305
54,0.4457082436890713,0.9999180289451028,0.5767961571205148,0.34072565382321995,0.3088267523255996,0.34866307825920473,0.35722768228960505
55,0.5312356695934634,0.5216155477617689,0.536763840637326,0.48455721572021254,0.4280571174712123,0.5277754524491123,0.4889045957019865
56,0.5212041453682638,0.9980814755927782,0.5558820165472553,0.33999673040567213,0.304896911249374,0.3986355369516256,0.36698018994294795
57,0.5000000000000002,0.3501998073495809,0.5638175598632754,0.3381267272183691,0.5,0.3752844901077267,0.2903025146103665
58,0.7655611181842734,0.990920838165113,0.5398528383777462,0.4606359035952623,0.5417774147411528,0.6416903725494718,0.5926126508075311
59,0.36055639406479356,0.6600346899923425,0.5490614431036782,0.4134531762312484,0.404319902563577,0.42141497286349017,0.405069380109375
60,0.6789148937469206,0.9595638837789069,0.5767961571205148,0.5,0.7134816150970099,0.3452880736245436,0.46411843749014847
61,0.753526026352745,0.9329020044697712,0.5591789157009842,0.3372497039602603,0.7544348977895614,0.3511617664217332,0.48498964485495794
62,0.2873979547286734,0.8906486426094485,0.5623269096571442,0.3770211297299922,0.3437232316406817,0.37497892148860423,0.3561586509592617
63,0.3185199510851241,0.5364068756396071,0.5195651359473589,0.3724785596377056,0.4367422614012535,0.4336076944352336,0.3986426460494212
64,0.5636974742357529,0.9985098925094107,0.5608756188294345,0.3382646123087304,0.30986663627542277,0.34839756134732464,0.35124694896292313
1,0.9350914275264901,0.659368437611186,0.5226635899722419,0.3374736460438146,0.3092136589246429,0.350402132167251,0.3589107372164301
2,0.14139827133143215,0.8342991162090114,0.09458695102024132,0.3787731505368904,0.35815938491909416,0.3730632060090146,0.34717779292716383
3,0.3255973571398773,0.8157765841972136,0.5538249532731014,0.7986344921769997,0.7009033646672883,0.8440464412916308,0.8118439892902218
4,0.39510746883677433,0.814208306763939,0.5427751470525701,0.6469268023149392,0.5818969774323568,0.7857858902272807,0.7041569771859456
5,0.2206831853230986,0.8211210442006557,0.5519908132963005,0.4150259939714052,0.36381328277988495,0.3847472598485599,0.3737890060901155
6,0.45926200655840843,0.7093777859592827,0.5467553932429456,0.5113032454240416,0.4349367605948709,0.5139834768639692,0.4954064725338764
7,0.3354273210637016,0.6130379054378486,0.5264671131952074,0.5421416449672865,0.5814217859244329,0.5972997489517828,0.5754619271077838
8,0.40770492233341743,0.9000618611496806,0.5554806819448789,0.3464235904227564,0.3282479144525249,0.3555929706790812,0.3390891264674463
9,0.32212701863774473,0.9685342135258282,0.5540914337070979,0.3620242341741165,0.3450287631046593,0.369393842476474,0.3556850873602832
10,0.5203430786957678,0.4290682563026127,0.5441035503131229,0.3456996710183261,0.3268724601857093,0.35960217467114775,0.33617312083531936
11,0.23434739646549083,0.4689566447680721,0.4567791932356418,0.43777424120863306,0.4304937099643162,0.43875586233083835,0.41784031638420727
12,0.23112889212826068,0.47463643050905446,0.46229281797168637,0.6206470409769392,0.5900210037589898,0.7245737120439636,0.6529624705203303
13,0.678503344024028,0.9850851967245593,0.5603006923244152,0.49158645801034606,0.41935663740635876,0.5805383292069352,0.5357004896226923
14,0.805705608308203,0.9999959136874246,0.5615937038236121,0.339562873820001,0.3214640950977453,0.36525444293025133,0.4000413070778396
15,0.3035663009194792,0.6921328082128557,0.5632594322697326,0.3393470626474363,0.3328670005749914,0.3572129220870119,0.32777398642524397
16,0.9350955384902853,0.9541668426244396,0.347511620144022,0.3385944489171243,0.3078291554356171,0.3494601924330452,0.3675699156126141
17,0.2791196237498946,0.4943769643343598,0.5393539590085399,0.860029597208199,0.6069682594220382,0.8038484649744838,0.796072208370588
18,0.3630524042132102,0.44903814384859975,0.5275138545872156,0.3996634866415947,0.5201268518482467,0.7268632173930675,0.5583028463094246
19,0.18287874048921476,0.4796604401842767,0.5458934158771538,0.7613837148735214,0.5552531204328516,0.6480043750152293,0.6667491884912272
20,0.3067179341970632,0.9620288557330968,0.4936757292946938,0.33723841469550875,0.3107414765670794,0.3470931127320451,0.32547863026285195
21,0.19723954103884597,0.9858890484167033,0.5617570903322942,0.608055960141494,0.4926777161812422,0.5438607139690076,0.5600349617056094
22,0.3110813282107794,0.9998256317420443,0.5330456191907287,0.3668353551017389,0.35889722074099606,0.39823119418381775,0.3928726867381663
23,0.3087174615060228,0.6449470159896548,0.553774528959461,0.4170445914203686,0.39779077148966807,0.40326991947702384,0.39409660399145524
24,0.5000000000000002,0.5,0.5,0.5,0.5,0.5,0.5
