ID,Novelty,Trend,Applicability,Dependency,Replaceability,Maturity
1,0.9999371257602744,2.085714285714286,0.9986498163352775,1.1666666666666667,4.762525192920319e-05,108.0
2,0.268320284198481,2.815848521963073,0.9841586860163212,102.88235294117646,0.00042406931465791014,534.7647058823529
3,0.44430517676187364,2.7177643864563366,0.9994233514530416,1162.125,0.0028745933770623865,10131.875
4,0.49376360233118854,2.709820004556847,0.9991481724128798,725.3,0.0019848048687075956,8441.142857142857
5,0.3570090542008321,2.7452380952380953,0.9993775906434375,188.6,0.000465926627475086,750.6
6,0.5367272581167492,2.2628258995906054,0.9992471593814923,408.3333333333333,0.0009733157714155633,3034.5
7,0.45157438146487344,1.9326638145136597,0.9987438770477441,478.3333333333333,0.001981469932484617,4505.0
8,0.5023425785687842,3.2600000000000002,0.9994646923752297,23.666666666666668,0.0001973548596302501,206.8
9,0.44171206817161457,4.198684648684648,0.9994300030095296,62.25,0.000325701659211351,466.42857142857144
10,0.5767706308987234,1.363059163059163,0.9991811934827503,21.857142857142858,0.00018669087033666785,282.6666666666667
11,0.369733203588861,1.4862751799284306,0.9970213921318292,241.22222222222223,0.000942405794757585,1721.0
12,0.36678410291435076,1.5036835786946356,0.9971583118326561,661.2307692307693,0.0020419908242853045,6996.0
13,0.6856584980045931,4.781836945304438,0.9995852190832878,363.7142857142857,0.0008645713388714797,4204.0
14,0.7961754923240528,11.058333333333334,0.9996175989020657,6.444444444444445,0.0001445326693447864,389.0
15,0.42758192279072127,2.2,0.9996593433157352,5.9,0.00023300150691075815,237.5
16,0.9999482083570764,3.9000000000000004,0.9942048128738343,4.0,3.654248611816182e-05,90.0
17,0.40819924859624945,1.5640604905929987,0.9990631979330856,1409.75,0.002162443267104538,8922.857142857143
18,0.4714705892834858,1.425,0.9987697757146572,152.6,0.0015578489924827261,7046.0
19,0.31851298695706376,1.519065138016929,0.9992257102131629,1039.090909090909,0.0017992661960075764,5444.181818181818
20,0.4300140240876139,4.05,0.9979342918965971,0.5714285714285714,5.9823467458503844e-05,44.666666666666664
21,0.33378328183550504,4.824776647501106,0.9996216919369865,631.1666666666666,0.0013702689320160915,3555.909090909091
22,0.43335838061555515,8.191269841269841,0.9989067485284094,74.0,0.00042954800183018447,996.6666666666666
23,0.4315498217529694,2.0371521335807055,0.999422092910409,193.3,0.0007121335040239327,1087.875
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.47613719499434687,3.130794835416684,0.998473310811392,196.875,0.0010366771682012838,1858.7142857142858
26,0.4519601996738415,3.150731453788729,0.9979854109654791,1550.5,0.0026659377350150048,6973.875
27,0.4966666413016189,1.5595580477314221,0.9987092015418287,81.0,0.0006674884036327474,1286.0
28,0.3117949979471088,1.276053946053946,0.9994000351306239,215.66666666666666,0.0007006880690967335,1221.0
29,0.38793712176895767,5.0218181818181815,0.999714325234129,114.8,0.0003706571726643975,444.25
30,0.5546345073650251,1.6085514485514487,0.9987175466757681,137.8181818181818,0.0007322768331583201,1597.8
31,0.41839856470075915,6.166666666666667,1.0,1.2307692307692308,4.33152702338485e-05,14.833333333333334
32,0.4177219579709089,5.9678571428571425,0.9991561034186645,21.6,0.00016426329690781536,286.0
33,0.39342174885924713,1.8170010759794042,0.9992710328511778,603.8,0.0012994229540428197,4758.444444444444
34,0.639784970951319,2.2899877899877903,0.998968572425596,16.2,0.0002090373134392134,357.3333333333333
35,0.5951847262453573,3.5,0.9995816372970375,5.666666666666667,0.00010888447387579625,203.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.3426405506152055,1.975151515151515,0.9990332449776602,82.92857142857143,0.00037154404343289424,408.7
38,0.44744869890476174,5.944444444444444,0.9986829810352669,27.272727272727273,0.0001200947405523968,140.16666666666666
39,0.5020324288554051,3.623246753246754,0.9996968451300766,60.6,0.00022903649634457022,268.2
40,0.6156941319997459,7.942857142857143,0.9998242524170425,12.142857142857142,5.96777432954464e-05,123.33333333333333
41,0.6301213369442749,4.904761904761905,0.999304194301609,23.666666666666668,0.00012497039820508866,156.0
42,0.5296564880894372,1.671349483849484,0.9991418214320623,216.45454545454547,0.0009070505147610459,1370.6666666666667
43,0.31942577450055465,8.085714285714285,0.9999101923046002,32.81818181818182,0.0006144574851766519,38.0
44,0.48560906439638013,3.4408730158730165,0.9993195767290065,67.875,0.0004323516702229531,474.3333333333333
45,0.672532059223498,1.5565934065934068,0.9983901084963493,66.25,0.0025218507545953293,2530.0
46,0.6363195316515443,3.238302139037433,0.9985339994962871,86.63636363636364,0.0007704727170546945,1444.25
47,0.5897041000984546,4.391751777634131,0.9988697286674821,538.4,0.0015748010072126628,4249.8
48,0.41841988773024014,2.634137291280148,0.9968171776112044,82.29166666666667,0.00010884909152404616,54.333333333333336
49,0.99991681897623,2.392857142857143,1.0,5.857142857142857,6.793234565103481e-05,247.0
50,0.42714841242592594,1.9817004074357016,0.9989802817278725,391.3636363636364,0.0015990327387081797,3144.5
51,0.3069074003280272,2.2838842975206615,0.9954912781154149,99.3125,0.0003523992889312521,336.14285714285717
52,0.35569814640849207,4.7117909663865545,0.9993187847398051,103.3,0.0003102213888589585,454.8
53,0.46513403827419164,2.9952380952380953,0.9993362992983738,288.8,0.0005855574598600395,2062.8333333333335
54,0.5277750805714002,8.767857142857142,1.0,9.375,4.453088685371993e-05,74.75
55,0.5839189960566548,1.6473214285714288,0.9989989269873647,347.8,0.0009254218390256744,3274.75
56,0.5773351626986971,6.358241758241758,0.9994747176611695,7.538461538461538,1.2978343826219454e-05,1004.0
57,0.0,1.1090909090909091,0.9996733383675891,2.8181818181818183,0.0,576.0
58,0.7570813633716907,5.16547619047619,0.9990755830268352,293.5,0.001706334283643357,5324.333333333333
59,0.4697018606229019,2.087981066552495,0.9993045770571616,184.93333333333334,0.000758551827847954,1413.4285714285713
